,Unnamed: 0,Tipi,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Eşya Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Price,Balkon Sayısı,Balkon Tipi,WC Sayısı,İlandan sonra Geçen Gün,İlçe,Mahalle
11,11,Daire,120,6,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,1, Pamukkale,Kınıklı Mahallesi
12,12,Daire,65,3,5,1.Kat,6,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,14000,0,Yok,1,0, Merkezefendi,Saraylar Mahallesi
13,13,Daire,45,1,5,Düz Giriş (Zemin),3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,1, Pamukkale,Mehmetçik Mahallesi
14,14,Daire,60,3,4,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Evet,1,20000,1,Açık Balkon,1,1, Pamukkale,Asmalıevler Mahallesi
15,15,Daire,40,1,4,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,2, Pamukkale,Kınıklı Mahallesi
16,16,Daire,45,1,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10999,2,Kapalı Balkon,1,2, Pamukkale,Zeytinköy Mahallesi
17,17,Daire,105,3,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,17500,1,Açık Balkon,1,4, Merkezefendi,Karaman Mahallesi
18,18,Daire,120,3,16,2.Kat,4,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,15000,0,Yok,1,0, Pamukkale,Mehmetçik Mahallesi
19,19,Daire,115,6,5,7.Kat,9,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,27500,0,Yok,1,0, Merkezefendi,Şemikler Mahallesi
20,20,Daire,40,1,21,1.Kat,5,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,10000,0,Yok,1,2, Pamukkale,Mehmetçik Mahallesi
21,21,Daire,44,1,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,0, Pamukkale,Siteler Mahallesi
22,22,Daire,135,6,21,4.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,1, Merkezefendi,Karaman Mahallesi
23,23,Daire,95,3,5,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,1, Pamukkale,Dokuzkavaklar Mahallesi
24,24,Daire,110,5,5,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15000,0,Yok,1,2, Merkezefendi,Hallaçlar Mahallesi
25,25,Daire,165,6,16,1.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,19000,0,Yok,1,2, Merkezefendi,Karaman Mahallesi
26,26,Daire,40,1,4,Düz Giriş (Zemin),2,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,1, Pamukkale,Hürriyet Mahallesi
27,27,Daire,160,8,16,7.Kat,7,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,25000,0,Yok,1,6, Pamukkale,Atalar Mahallesi
28,28,Daire,150,6,21,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,2, Merkezefendi,Altıntop Mahallesi
29,29,Daire,50,1,0,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,2, Pamukkale,Kınıklı Mahallesi
30,30,Daire,215,8,5,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
31,31,Daire,65,3,0,2.Kat,3,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,2,15500,0,Yok,1,1, Merkezefendi,Akkonak Mahallesi
32,32,Daire,90,3,4,4.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,20250,0,Yok,1,7, Merkezefendi,Akkonak Mahallesi
33,33,Daire,40,1,5,1.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,11500,0,Yok,1,7, Merkezefendi,Sırakapılar Mahallesi
34,34,Daire,40,1,5,1.Kat,6,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,9000,0,Yok,1,7, Merkezefendi,Saraylar Mahallesi
35,35,Daire,135,6,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
36,36,Daire,55,3,5,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
37,37,Daire,125,3,5,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,17000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
38,38,Daire,70,3,4,2.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,1, Pamukkale,Atalar Mahallesi
39,39,Daire,55,1,0,1.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,15000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
40,40,Daire,60,1,2,1.Kat,2,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,7, Merkezefendi,Mehmet Akif Ersoy Mahallesi
41,41,Daire,40,1,11,Bahçe Katı,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
42,42,Daire,180,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,0, Merkezefendi,Selçuk Bey Mahallesi
43,43,Daire,75,3,4,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
44,44,Daire,40,1,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
45,45,Daire,40,1,5,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,6500,0,Yok,1,7, Pamukkale,İncilipınar Mahallesi
46,46,Daire,50,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,8, Pamukkale,Asmalıevler Mahallesi
47,47,Daire,40,1,4,7.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Pelitlibağ Mahallesi
48,48,Daire,95,3,16,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,2,Açık Balkon,2,8, Merkezefendi,Sırakapılar Mahallesi
49,49,Daire,105,3,11,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
50,50,Daire,110,3,11,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14500,1,Açık Balkon,2,3, Merkezefendi,Merkez Efendi Mahallesi
51,51,Daire,130,6,21,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13500,0,Yok,1,8, Pamukkale,Kuşpınar Mahallesi
52,52,Daire,50,3,0,1.Kat,3,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,13000,0,Yok,1,9, Merkezefendi,Karaman Mahallesi
53,53,Daire,100,3,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,1,Açık Balkon,2,9, Merkezefendi,Gümüşçay Mahallesi
54,54,Daire,85,3,5,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10750,0,Yok,1,4, Merkezefendi,Karahasanlı Mahallesi
55,55,Daire,45,1,5,3.Kat,5,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Hayır,1,15500,1,Kapalı Balkon,1,9, Pamukkale,Zeytinköy Mahallesi
56,56,Daire,95,2,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,7, Merkezefendi,Karaman Mahallesi
57,57,Daire,105,3,5,6.Kat,9,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,30000,0,Yok,1,9, Merkezefendi,Şemikler Mahallesi
58,58,Daire,50,1,0,Kot 1 (-1).Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,10, Pamukkale,Yunusemre Mahallesi
59,59,Daire,85,3,16,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,10, Pamukkale,15 Mayıs Mahallesi
60,60,Daire,140,6,11,Bahçe Katı,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,1,Kapalı Balkon,1,10, Merkezefendi,Çakmak Mahallesi
61,61,Daire,160,6,11,5.Kat,5,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,20000,0,Yok,1,10, Merkezefendi,Çakmak Mahallesi
62,62,Daire,130,6,0,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,23000,0,Yok,1,10, Merkezefendi,Şemikler Mahallesi
63,63,Daire,50,1,5,2.Kat,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,11000,0,Yok,1,10, Merkezefendi,Sırakapılar Mahallesi
64,64,Daire,40,1,5,Düz Giriş (Zemin),3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,10, Pamukkale,Kınıklı Mahallesi
65,65,Daire,50,1,5,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
66,66,Daire,155,6,16,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,16000,0,Yok,1,10, Merkezefendi,Karaman Mahallesi
67,67,Daire,90,3,21,3.Kat,4,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,11000,2,Açık Balkon,1,11, Pamukkale,Kuşpınar Mahallesi
68,68,Daire,125,6,21,6.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,11, Merkezefendi,Değirmenönü Mahallesi
69,69,Daire,35,1,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,10, Pamukkale,Mehmetçik Mahallesi
70,70,Daire,130,6,21,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,15000,2,"Açık Balkon, Kapalı Balkon",2,1, Merkezefendi,Karaman Mahallesi
71,71,Daire,48,1,11,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,11, Honaz,Hürriyet Mahallesi
72,72,Daire,90,3,0,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,11, Merkezefendi,Şemikler Mahallesi
73,73,Daire,65,1,5,Bahçe Katı,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,10, Pamukkale,Yunusemre Mahallesi
74,74,Daire,160,6,3,1.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,0, Merkezefendi,Yenişafak Mahallesi
75,75,Daire,85,3,4,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,1, Pamukkale,Atalar Mahallesi
76,76,Daire,45,1,0,3.Kat,4,Elektrikli Radyatör,Eşyalı,Müstakil Tapulu,Hayır,1,7500,0,Yok,1,11, Acıpayam,Aşağı Mahallesi
77,77,Daire,45,1,4,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,1,Açık Balkon,1,2, Merkezefendi,Adalet Mahallesi
78,78,Daire,40,1,4,Bahçe Katı,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,8000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
79,79,Daire,55,1,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,11, Pamukkale,Kınıklı Mahallesi
80,80,Daire,60,2,3,2.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Evet,1,14500,1,Açık Balkon,1,12, Pamukkale,Zeytinköy Mahallesi
81,81,Daire,45,1,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,1,Açık Balkon,1,12, Merkezefendi,Muratdede Mahallesi
82,82,Daire,100,3,11,1.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,15000,1,Kapalı Balkon,1,12, Pamukkale,İstiklal Mahallesi
83,83,Daire,50,1,5,Yüksek Giriş,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,1,Açık Balkon,1,13, Pamukkale,Atalar Mahallesi
85,85,Daire,65,3,4,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
86,86,Daire,45,1,5,1.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,13, Pamukkale,Asmalıevler Mahallesi
87,87,Daire,160,6,11,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,3, Merkezefendi,Adalet Mahallesi
88,88,Daire,150,6,11,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
89,89,Daire,100,6,21,5.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,13000,1,Açık Balkon,2,14, Pamukkale,Kınıklı Mahallesi
90,90,Daire,40,0,5,2.Kat,4,Yerden Isıtma,Boş,Tapu Kaydı Yok,Hayır,1,6500,0,Yok,1,0, Pamukkale,Yunusemre Mahallesi
91,91,Daire,130,6,11,Bahçe Katı,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
92,92,Daire,180,6,16,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,23500,3,Açık Balkon,2,14, Pamukkale,İncilipınar Mahallesi
93,93,Daire,158,6,11,5.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,2,Açık Balkon,2,14, Merkezefendi,Karaman Mahallesi
94,94,Daire,134,6,21,2.Kat,3,Merkezi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,30000,0,Yok,1,14, Pamukkale,Kınıklı Mahallesi
95,95,Daire,48,1,5,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,14, Pamukkale,Mehmetçik Mahallesi
96,96,Daire,45,1,2,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
97,97,Daire,95,3,5,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,19000,0,Yok,1,11, Pamukkale,Kayıhan Mahallesi
100,100,Daire,135,6,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
101,101,Daire,70,1,4,3.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,15, Merkezefendi,Adalet Mahallesi
102,102,Daire,50,1,4,1.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,15, Merkezefendi,Adalet Mahallesi
103,103,Daire,80,1,0,20.Kat,29,Merkezi (Pay Ölçer),Eşyalı,Kat İrtifakı,Hayır,1,23000,0,Yok,1,16, Merkezefendi,Kayalar Mahallesi
104,104,Daire,75,1,5,20.Kat,29,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Hayır,1,23000,0,Yok,1,16, Merkezefendi,Kayalar Mahallesi
105,105,Daire,155,6,0,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,2,Açık Balkon,2,16, Merkezefendi,Karahasanlı Mahallesi
106,106,Daire,45,1,4,4.Kat,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,12500,0,Yok,1,16, Pamukkale,Siteler Mahallesi
107,107,Daire,270,9,11,2.Kat,4,Jeotermal,Boş,Kat İrtifakı,Hayır,2,20000,3,Açık Balkon,4,4, Sarayköy,Atatürk Mahallesi
108,108,Daire,85,3,5,2.Kat,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15000,0,Yok,1,16, Pamukkale,Dokuzkavaklar Mahallesi
109,109,Daire,105,3,11,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
110,110,Daire,125,6,0,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,2,Açık Balkon,1,16, Merkezefendi,Karahasanlı Mahallesi
111,111,Daire,140,6,21,1.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,17, Pamukkale,İstiklal Mahallesi
112,112,Daire,110,6,21,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,16, Merkezefendi,Akkonak Mahallesi
113,113,Daire,45,1,0,2.Kat,5,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,16, Merkezefendi,Karahasanlı Mahallesi
114,114,Daire,210,8,5,3.Kat,10,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,3,40000,0,Yok,1,16, Merkezefendi,Çakmak Mahallesi
116,116,Daire,136,6,21,2.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,20000,0,Yok,1,6, Merkezefendi,Mehmet Akif Ersoy Mahallesi
117,117,Daire,40,1,4,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,1,Açık Balkon,1,3, Merkezefendi,Adalet Mahallesi
118,118,Daire,50,1,5,Yüksek Giriş,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,11, Pamukkale,Topraklık Mahallesi
119,119,Daire,90,3,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,9000,0,Yok,1,17, Pamukkale,İncilipınar Mahallesi
120,120,Daire,43,1,5,3.Kat,7,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Evet,1,11000,0,Yok,1,17, Pamukkale,Zeytinköy Mahallesi
121,121,Daire,125,3,21,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,6250,3,Açık Balkon,1,1, Pamukkale,Cumhuriyet Mahallesi
122,122,Daire,160,6,11,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,17, Pamukkale,Asmalıevler Mahallesi
123,123,Daire,40,1,5,7.Kat,7,Merkezi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,14000,0,Yok,1,17, Merkezefendi,Saraylar Mahallesi
124,124,Daire,45,1,11,Düz Giriş (Zemin),2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,17, Pamukkale,Cumhuriyet Mahallesi
125,125,Daire,45,3,5,7.Kat,7,Merkezi (Pay Ölçer),Eşyalı,Kat İrtifakı,Hayır,1,13000,0,Yok,1,17, Merkezefendi,Saraylar Mahallesi
126,126,Daire,145,6,21,1.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,17, Pamukkale,Atalar Mahallesi
127,127,Daire,110,6,16,Bahçe Katı,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,20000,0,Yok,1,17, Pamukkale,Mehmetçik Mahallesi
128,128,Daire,35,1,3,1.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13500,0,Yok,1,17, Pamukkale,İncilipınar Mahallesi
129,129,Daire,35,1,0,2.Kat,5,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,18000,0,Yok,1,17, Merkezefendi,Karahasanlı Mahallesi
130,130,Daire,90,3,0,Yüksek Giriş,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,18500,1,Kapalı Balkon,1,2, Merkezefendi,Yenişafak Mahallesi
131,131,Daire,170,7,5,2.Kat,11,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,23500,0,Yok,1,17, Merkezefendi,Şemikler Mahallesi
132,132,Daire,125,3,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17500,2,Kapalı Balkon,1,14, Merkezefendi,Selçuk Bey Mahallesi
133,133,Daire,130,6,3,Düz Giriş (Zemin),5,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,27000,0,Yok,1,18, Merkezefendi,Kayalar Mahallesi
134,134,Daire,50,1,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,6500,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
135,135,Daire,90,3,21,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,18, Merkezefendi,Değirmenönü Mahallesi
136,136,Daire,30,1,5,1.Kat,4,Merkezi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,9500,0,Yok,1,13, Pamukkale,Fesleğen Mahallesi
137,137,Daire,160,6,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,22000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
138,138,Daire,45,1,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
139,139,Daire,75,3,11,3.Kat,6,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,2,Açık Balkon,1,18, Pamukkale,Yunusemre Mahallesi
140,140,Daire,43,1,5,1.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
141,141,Daire,50,1,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,18, Pamukkale,Asmalıevler Mahallesi
142,142,Daire,60,3,5,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,18, Merkezefendi,Değirmenönü Mahallesi
144,144,Daire,180,6,21,1.Kat,6,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,23000,0,Yok,1,19, Pamukkale,Kuşpınar Mahallesi
145,145,Daire,70,1,4,4.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,19, Pamukkale,Yunusemre Mahallesi
146,146,Daire,110,6,21,5.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,20000,0,Yok,1,19, Merkezefendi,Yenişehir Mahallesi
148,148,Daire,45,1,3,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
149,149,Daire,120,6,16,2.Kat,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,16000,0,Yok,1,3, Merkezefendi,Selçuk Bey Mahallesi
150,150,Daire,78,1,5,Kot 4 (-4).Kat,29,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,21500,0,Yok,1,20, Merkezefendi,Kayalar Mahallesi
151,151,Daire,130,6,16,2.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
153,153,Daire,48,3,1,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,7, Merkezefendi,Sırakapılar Mahallesi
154,154,Daire,80,3,0,4.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,0, Merkezefendi,Karahasanlı Mahallesi
155,155,Daire,120,6,11,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,12000,1,Açık Teras,1,20, Pamukkale,Atalar Mahallesi
156,156,Daire,45,1,3,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,6500,0,Yok,1,20, Pamukkale,İncilipınar Mahallesi
157,157,Daire,90,3,4,2.Kat,5,Merkezi (Pay Ölçer),Eşyalı,Kooperatiften Tapu,Evet,1,20000,1,Açık Balkon,2,20, Merkezefendi,Hacıeyüplü Mahallesi
158,158,Daire,80,3,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,20, Merkezefendi,Çakmak Mahallesi
159,159,Daire,34,1,4,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,8950,0,Yok,1,11, Pamukkale,İstiklal Mahallesi
160,160,Daire,45,1,5,1.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,21, Pamukkale,Pelitlibağ Mahallesi
161,161,Daire,80,3,21,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14500,0,Yok,1,16, Pamukkale,Pelitlibağ Mahallesi
162,162,Daire,40,1,5,1.Kat,3,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,19, Pamukkale,İstiklal Mahallesi
163,163,Daire,50,3,4,1.Kat,5,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13750,0,Yok,1,19, Pamukkale,Zeytinköy Mahallesi
164,164,Daire,50,1,4,Çatı Katı,2,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,9500,0,Yok,1,21, Pamukkale,Zeytinköy Mahallesi
165,165,Daire,90,3,0,3.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,19000,0,Yok,1,18, Merkezefendi,Çakmak Mahallesi
166,166,Daire,120,6,4,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15500,0,Yok,1,21, Merkezefendi,Değirmenönü Mahallesi
