,Unnamed: 0,Tipi,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Eşya Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Price,Balkon Sayısı,Balkon Tipi,WC Sayısı,İlandan sonra Geçen Gün,İlçe,Mahalle
319,319,Daire,50,4,4,2.Kat,6,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
320,320,Daire,70,3,4,1.Kat,5,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,17000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
321,321,Daire,45,1,5,1.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,35, Merkezefendi,Merkez Efendi Mahallesi
322,322,Daire,85,3,5,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,35, Merkezefendi,Mehmet Akif Ersoy Mahallesi
323,323,Daire,40,1,4,1.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
324,324,Daire,65,3,21,1.Kat,4,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,12000,0,Yok,1,35, Merkezefendi,Muratdede Mahallesi
325,325,Daire,55,3,5,3.Kat,7,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,13000,0,Yok,1,35, Pamukkale,Fesleğen Mahallesi
326,326,Daire,145,6,11,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,10500,0,Yok,1,35, Merkezefendi,Gültepe Mahallesi
327,327,Daire,65,3,5,3.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,15500,0,Yok,1,35, Merkezefendi,Sırakapılar Mahallesi
329,329,Daire,100,3,21,5.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,35, Pamukkale,Hacıkaplanlar Mahallesi
330,330,Daire,49,1,4,1.Kat,6,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,9000,0,Yok,1,1, Merkezefendi,Akkonak Mahallesi
331,331,Daire,43,1,3,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
332,332,Daire,55,3,16,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
333,333,Daire,75,1,4,19.Kat,30,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,18000,0,Yok,1,36, Merkezefendi,Kayalar Mahallesi
334,334,Daire,55,3,5,Kot 3 (-3).Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
335,335,Daire,60,3,5,Bahçe Katı,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,36, Pamukkale,Zeytinköy Mahallesi
336,336,Daire,60,3,4,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,7, Pamukkale,Siteler Mahallesi
337,337,Daire,40,1,5,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8750,0,Yok,1,18, Pamukkale,Bağbaşı Mahallesi
338,338,Daire,80,5,3,4.Kat,4,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Evet,1,14000,1,Açık Balkon,1,2, Merkezefendi,Kayalar Mahallesi
339,339,Daire,65,3,5,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,38, Pamukkale,Mehmetçik Mahallesi
340,340,Daire,180,8,2,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,39000,0,Yok,1,38, Merkezefendi,Yenişafak Mahallesi
341,341,Daire,139,6,21,1.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15000,0,Yok,1,38, Pamukkale,Kınıklı Mahallesi
342,342,Daire,50,1,3,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,38, Pamukkale,Topraklık Mahallesi
343,343,Daire,130,6,16,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,38, Pamukkale,Siteler Mahallesi
344,344,Daire,100,3,16,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,38, Pamukkale,Kuşpınar Mahallesi
345,345,Daire,70,3,0,Yüksek Giriş,4,Yerden Isıtma,Boş,Müstakil Tapulu,Hayır,1,15000,0,Yok,1,39, Merkezefendi,Akkonak Mahallesi
346,346,Daire,55,3,5,1.Kat,4,Yerden Isıtma,Eşyalı,Müstakil Tapulu,Hayır,1,17000,1,Kapalı Balkon,1,37, Pamukkale,İncilipınar Mahallesi
347,347,Daire,60,3,5,5.Kat,7,Merkezi Doğalgaz,Eşyalı,Kat İrtifakı,Evet,2,12000,0,Yok,1,8, Pamukkale,Zeytinköy Mahallesi
348,348,Daire,163,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,27500,2,Açık Balkon,1,9, Pamukkale,Siteler Mahallesi
349,349,Daire,125,6,21,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,39, Pamukkale,Mehmetçik Mahallesi
350,350,Daire,45,1,5,1.Kat,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,10000,0,Yok,1,39, Pamukkale,15 Mayıs Mahallesi
351,351,Daire,45,1,5,1.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,39, Merkezefendi,Sırakapılar Mahallesi
352,352,Daire,170,6,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,40, Pamukkale,Zeytinköy Mahallesi
353,353,Residence,125,3,5,2.Kat,2,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,39, Pamukkale,15 Mayıs Mahallesi
354,354,Daire,80,1,5,1.Kat,2,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,39, Pamukkale,15 Mayıs Mahallesi
355,355,Daire,90,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,24, Merkezefendi,Karaman Mahallesi
356,356,Daire,50,1,5,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,40, Pamukkale,İncilipınar Mahallesi
357,357,Daire,60,5,5,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17500,0,Yok,1,40, Pamukkale,Kınıklı Mahallesi
358,358,Daire,47,3,0,Yüksek Giriş,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,35, Merkezefendi,Karahasanlı Mahallesi
359,359,Daire,50,1,4,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,39, Pamukkale,Siteler Mahallesi
360,360,Daire,55,3,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,18000,0,Yok,1,39, Pamukkale,Kınıklı Mahallesi
361,361,Daire,55,1,5,3.Kat,5,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,12000,0,Yok,1,39, Pamukkale,Kınıklı Mahallesi
362,362,Daire,110,3,16,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,33, Merkezefendi,Bahçelievler Mahallesi
363,363,Daire,60,1,0,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,36, Pamukkale,Atalar Mahallesi
364,364,Daire,45,1,5,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,40, Pamukkale,Kınıklı Mahallesi
365,365,Daire,43,1,1,Çatı Katı,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,37, Pamukkale,Cumhuriyet Mahallesi
366,366,Daire,60,3,5,Düz Giriş (Zemin),3,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,12000,0,Yok,1,40, Merkezefendi,Değirmenönü Mahallesi
367,367,Daire,125,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,27000,0,Yok,1,41, Pamukkale,Mehmetçik Mahallesi
368,368,Daire,65,3,5,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,17500,0,Yok,1,7, Pamukkale,Kuşpınar Mahallesi
369,369,Daire,40,1,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
370,370,Daire,150,6,11,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,22000,0,Yok,1,41, Merkezefendi,Yenişafak Mahallesi
371,371,Daire,30,1,2,1.Kat,2,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,35, Pamukkale,Siteler Mahallesi
372,372,Daire,55,3,4,3.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,41, Pamukkale,Zeytinköy Mahallesi
373,373,Daire,130,6,5,7.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,27000,2,Açık Balkon,3,41, Merkezefendi,Gültepe Mahallesi
374,374,Daire,45,1,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,8000,1,Kapalı Balkon,1,1, Pamukkale,İstiklal Mahallesi
375,375,Daire,127,6,21,7.Kat,7,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,2,Kapalı Balkon,1,42, Pamukkale,15 Mayıs Mahallesi
376,376,Daire,80,3,21,Çatı Katı,5,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,10000,0,Yok,1,2, Pamukkale,Mehmetçik Mahallesi
377,377,Daire,100,3,16,Kot 3 (-3).Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,42, Pamukkale,Kınıklı Mahallesi
378,378,Daire,200,6,21,3.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,41, Merkezefendi,Altıntop Mahallesi
379,379,Daire,45,1,5,2.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,42, Pamukkale,Zeytinköy Mahallesi
380,380,Daire,48,1,5,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,36, Pamukkale,Asmalıevler Mahallesi
381,381,Daire,45,1,4,1.Kat,3,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,12000,1,Açık Balkon,1,43, Pamukkale,15 Mayıs Mahallesi
382,382,Daire,45,1,5,1.Kat,4,Yerden Isıtma,Boş,Tapu Kaydı Yok,Hayır,1,8000,0,Yok,1,0, Pamukkale,Yunusemre Mahallesi
383,383,Daire,40,0,5,Bahçe Katı,3,Yerden Isıtma,Boş,Tapu Kaydı Yok,Hayır,1,6500,0,Yok,1,0, Pamukkale,Yunusemre Mahallesi
384,384,Daire,140,3,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,21000,0,Yok,1,8, Merkezefendi,Çakmak Mahallesi
385,385,Daire,65,2,11,Bahçe Katı,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,6, Merkezefendi,Çakmak Mahallesi
386,386,Daire,45,1,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,2, Merkezefendi,Sırakapılar Mahallesi
387,387,Daire,85,3,0,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,19500,0,Yok,1,44, Merkezefendi,Şemikler Mahallesi
388,388,Daire,129,6,21,2.Kat,7,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,10000,0,Yok,1,44, Merkezefendi,Altıntop Mahallesi
389,389,Daire,45,1,5,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,9000,0,Yok,1,43, Pamukkale,İncilipınar Mahallesi
390,390,Daire,140,8,21,2.Kat,6,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,20000,0,Yok,1,16, Merkezefendi,Akkonak Mahallesi
391,391,Daire,50,1,5,6.Kat,8,Merkezi Doğalgaz,Eşyalı,Müstakil Tapulu,Evet,1,10000,0,Yok,1,16, Pamukkale,Zeytinköy Mahallesi
392,392,Daire,50,1,11,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,43, Pamukkale,Yunusemre Mahallesi
393,393,Daire,50,1,4,3.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,35, Pamukkale,15 Mayıs Mahallesi
394,394,Daire,70,1,5,5.Kat,5,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,7500,1,Açık Teras,1,46, Pamukkale,Asmalıevler Mahallesi
395,395,Daire,70,3,5,Bodrum Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,10000,0,Yok,1,45, Merkezefendi,Şemikler Mahallesi
396,396,Daire,40,1,0,Yüksek Giriş,2,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,12000,0,Yok,1,46, Çivril,Yukarı Mahallesi
397,397,Daire,130,6,16,1.Kat,4,Sobalı,Boş,Kat İrtifakı,Hayır,1,8500,0,Yok,1,46, Pamukkale,Fesleğen Mahallesi
398,398,Daire,70,3,11,1.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,46, Pamukkale,Fesleğen Mahallesi
399,399,Daire,40,1,5,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,44, Merkezefendi,Sırakapılar Mahallesi
400,400,Daire,170,6,11,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,25500,0,Yok,1,46, Pamukkale,Kınıklı Mahallesi
401,401,Daire,45,1,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,11000,0,Yok,1,44, Pamukkale,Pelitlibağ Mahallesi
402,402,Daire,140,6,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,21000,0,Yok,1,14, Pamukkale,Fesleğen Mahallesi
403,403,Daire,125,6,16,1.Kat,3,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,15000,0,Yok,1,47, Merkezefendi,Değirmenönü Mahallesi
404,404,Daire,120,3,21,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,47, Pamukkale,Kınıklı Mahallesi
405,405,Daire,60,1,5,8.Kat,8,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,11000,0,Yok,1,22, Merkezefendi,Sırakapılar Mahallesi
406,406,Daire,45,1,16,Bahçe Katı,4,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,8000,0,Yok,1,49, Pamukkale,Kınıklı Mahallesi
407,407,Daire,60,3,11,1.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
408,408,Daire,40,1,5,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7500,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
409,409,Daire,48,1,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
410,410,Daire,80,1,5,18.Kat,29,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,49, Merkezefendi,Kayalar Mahallesi
411,411,Daire,48,1,5,1.Kat,6,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,35, Pamukkale,Zeytinköy Mahallesi
412,412,Daire,200,6,11,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,3, Pamukkale,Zeytinköy Mahallesi
413,413,Daire,40,1,1,1.Kat,2,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,14500,0,Yok,1,49, Merkezefendi,Çakmak Mahallesi
414,414,Daire,50,1,5,Bahçe Katı,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,49, Pamukkale,Zeytinköy Mahallesi
415,415,Daire,90,3,4,3.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,36, Merkezefendi,Gültepe Mahallesi
416,416,Daire,40,1,0,Yüksek Giriş,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,15000,1,Açık Balkon,1,9, Pamukkale,Zeytinköy Mahallesi
417,417,Daire,45,1,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,9, Pamukkale,İstiklal Mahallesi
418,418,Daire,50,3,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,14000,0,Yok,1,50, Pamukkale,Kınıklı Mahallesi
419,419,Daire,150,6,0,3.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,13500,0,Yok,1,50, Merkezefendi,Şemikler Mahallesi
420,420,Daire,49,3,5,2.Kat,6,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,9000,0,Yok,1,3, Merkezefendi,Akkonak Mahallesi
421,421,Daire,85,3,3,2.Kat,2,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,21000,0,Yok,1,50, Merkezefendi,Gerzele Mahallesi
422,422,Daire,135,6,5,4.Kat,9,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,25500,0,Yok,1,51, Merkezefendi,Gültepe Mahallesi
423,423,Daire,160,6,5,3.Kat,5,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,20000,0,Yok,1,51, Merkezefendi,Selçuk Bey Mahallesi
424,424,Daire,50,1,5,4.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,0, Pamukkale,Zeytinköy Mahallesi
425,425,Daire,50,1,2,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,18500,0,Yok,1,15, Merkezefendi,Şirinköy Mahallesi
426,426,Daire,85,3,5,1.Kat,4,Yerden Isıtma,Eşyalı,Müstakil Tapulu,Hayır,1,10000,0,Yok,1,52, Merkezefendi,Karaman Mahallesi
427,427,Daire,140,6,21,3.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,19000,0,Yok,1,52, Pamukkale,Kuşpınar Mahallesi
428,428,Daire,43,1,4,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,12000,1,Açık Balkon,1,1, Pamukkale,Mehmetçik Mahallesi
429,429,Daire,100,3,0,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,52, Merkezefendi,Yenişafak Mahallesi
430,430,Daire,60,5,16,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,15000,0,Yok,1,24, Merkezefendi,Saraylar Mahallesi
431,431,Daire,50,1,5,6.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,8500,0,Yok,1,42, Pamukkale,Zeytinköy Mahallesi
432,432,Daire,130,6,11,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,55, Merkezefendi,Değirmenönü Mahallesi
433,433,Daire,45,1,5,4.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,1,Açık Teras,1,43, Pamukkale,Atalar Mahallesi
434,434,Daire,40,1,4,1.Kat,2,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,56, Merkezefendi,Muratdede Mahallesi
435,435,Daire,50,1,5,5.Kat,8,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,9500,2,Açık Balkon,1,1, Pamukkale,İstiklal Mahallesi
436,436,Daire,45,1,1,3.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,17500,1,Açık Balkon,1,59, Merkezefendi,Değirmenönü Mahallesi
437,437,Daire,71,3,0,1.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,16000,1,Açık Balkon,1,9, Merkezefendi,Gültepe Mahallesi
438,438,Daire,45,1,5,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,60, Pamukkale,İncilipınar Mahallesi
439,439,Daire,85,3,4,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,10, Merkezefendi,Karahasanlı Mahallesi
440,440,Daire,50,2,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,3, Pamukkale,Asmalıevler Mahallesi
441,441,Daire,160,6,16,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,59, Merkezefendi,Karaman Mahallesi
442,442,Daire,105,6,0,Yüksek Giriş,3,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,18000,1,Açık Balkon,2,0, Pamukkale,Hacıkaplanlar Mahallesi
443,443,Daire,45,1,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,13000,0,Yok,1,57, Pamukkale,Cumhuriyet Mahallesi
444,444,Daire,100,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,14000,1,Açık Balkon,1,25, Pamukkale,Pelitlibağ Mahallesi
445,445,Daire,40,1,5,Bahçe Katı,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,6500,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
446,446,Daire,160,6,11,2.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,35000,0,Yok,1,64, Merkezefendi,Şemikler Mahallesi
447,447,Daire,170,6,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,35000,2,Kapalı Balkon,2,1, Merkezefendi,Çakmak Mahallesi
448,448,Daire,40,1,4,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,1,Kapalı Balkon,1,66, Pamukkale,Kınıklı Mahallesi
449,449,Daire,70,3,5,2.Kat,3,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,1,13000,0,Yok,1,66, Pamukkale,Kınıklı Mahallesi
450,450,Daire,45,1,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,0, Pamukkale,Zeytinköy Mahallesi
451,451,Daire,135,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,1,Açık Balkon,1,1, Merkezefendi,Karaman Mahallesi
452,452,Daire,115,3,11,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,16, Merkezefendi,Merkez Efendi Mahallesi
453,453,Daire,168,6,5,8.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,22000,0,Yok,1,67, Merkezefendi,Şemikler Mahallesi
454,454,Daire,120,3,21,1.Kat,4,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,68, Pamukkale,Kınıklı Mahallesi
455,455,Daire,120,5,16,3.Kat,7,Doğalgaz Sobalı,Boş,Kat İrtifakı,Evet,1,13000,3,Açık Balkon,1,69, Pamukkale,Hacıkaplanlar Mahallesi
456,456,Daire,45,1,5,2.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7500,0,Yok,1,3, Pamukkale,Asmalıevler Mahallesi
457,457,Daire,30,0,3,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,67, Pamukkale,Asmalıevler Mahallesi
458,458,Daire,50,1,0,2.Kat,3,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,11000,0,Yok,1,70, Merkezefendi,Bereketler Mahallesi
459,459,Daire,45,0,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,12000,0,Yok,1,70, Pamukkale,Kınıklı Mahallesi
460,460,Daire,54,1,5,Çatı Katı,6,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,13950,0,Yok,1,70, Merkezefendi,Sırakapılar Mahallesi
461,461,Daire,50,1,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,70, Pamukkale,Asmalıevler Mahallesi
462,462,Daire,30,0,5,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,6000,0,Yok,1,3, Pamukkale,Zeytinköy Mahallesi
463,463,Daire,150,6,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,70, Sarayköy,Bala Mahallesi
464,464,Daire,135,6,5,2.Kat,6,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,19000,0,Yok,2,71, Merkezefendi,Şemikler Mahallesi
465,465,Daire,138,6,16,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,1,Açık Teras,1,71, Pamukkale,Kuşpınar Mahallesi
466,466,Daire,45,1,11,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,0, Pamukkale,Yunusemre Mahallesi
467,467,Daire,50,1,5,2.Kat,2,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,9000,0,Yok,1,72, Pamukkale,Kınıklı Mahallesi
468,468,Daire,120,6,21,2.Kat,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,12500,0,Yok,1,73, Pamukkale,Atalar Mahallesi
469,469,Daire,50,1,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,73, Pamukkale,Yunusemre Mahallesi
